,Time,Negative,Neutral,Positive
0,2007-01-11,2.551659107208252,-1.1397418975830078,-0.9546175599098206
1,2007-10-03,-0.5382997989654541,-0.3265507519245147,1.3886338472366333
2,2007-10-16,-1.7752708196640017,-0.1436627507209777,1.2635127305984497
3,2007-10-18,-1.3342269659042358,2.070565938949585,-1.0973165035247805
4,2007-10-19,1.9564733505249023,0.0920716822147369,-1.4217734336853027
5,2007-10-22,1.8701016902923584,-0.3282468318939209,-1.063670039176941
6,2007-10-23,-2.200108051300049,0.3293572664260864,2.1767611503601074
7,2007-10-24,3.133488416671753,-1.166588306427002,-1.863415598869324
8,2007-10-25,0.443446397781372,-0.261067271232605,0.2336992621421814
9,2007-10-26,-0.9453128576278688,0.5429427027702332,-0.3020113706588745
10,2007-10-27,2.292060136795044,-0.4966234266757965,-1.4064111709594729
11,2007-10-29,1.4748668670654297,-0.3617346882820129,-0.5604026913642883
12,2007-10-30,-2.495453119277954,-0.6950373649597168,3.5135536193847656
13,2007-10-31,-0.6551805734634399,1.4450998306274414,-0.9577482342720032
14,2007-11-01,-0.8443074226379395,0.3195406794548034,0.8241012692451477
15,2007-11-02,1.9486300945281985,-0.3650749027729034,-1.439953088760376
16,2007-11-03,-2.427609920501709,0.5409905910491943,1.4977062940597534
17,2007-11-05,2.291992664337158,-0.2157285511493683,-1.3624393939971924
18,2007-11-06,1.3931028842926023,0.3513833880424499,-1.3324193954467771
19,2007-11-07,-1.5377353429794312,-0.0357538051903247,1.9545238018035889
20,2007-11-08,-2.286442995071411,-0.0692262649536132,2.311441421508789
21,2007-11-09,0.6339290142059326,0.163664311170578,-0.2596761286258697
22,2007-11-10,-1.5255424976348877,-0.1855231374502182,1.9819064140319824
23,2007-11-11,-3.0281217098236084,0.7900853157043457,1.872887372970581
24,2007-11-12,0.5840340852737427,0.0981505364179611,-0.1340034753084182
25,2007-11-13,0.516586422920227,0.2417860329151153,-0.7354101538658142
26,2007-11-14,1.0520219802856443,0.3028067052364349,-1.0033166408538818
27,2007-11-15,-0.7028270363807678,-0.1828188449144363,1.4151461124420166
28,2007-11-16,-0.3389420807361603,0.1064767092466354,0.613777756690979
29,2007-11-17,-0.5713753700256348,0.950587511062622,-0.1083495691418647
30,2007-11-18,-2.163257598876953,1.5886955261230469,0.0305544957518577
31,2007-11-19,2.777829170227051,-0.5199175477027893,-1.889920949935913
32,2007-11-20,3.1527373790740967,-0.7344506978988647,-1.6680397987365725
33,2007-11-21,-2.3563990592956543,0.2949594557285309,1.7304530143737793
34,2007-11-22,-1.006144404411316,-0.0734758079051971,1.4208017587661743
35,2007-11-23,3.136518955230713,-0.6553330421447754,-1.9803829193115237
36,2007-11-24,-2.4948272705078125,-0.5147842168807983,3.0598583221435547
37,2007-11-25,2.798654079437256,-0.7549998760223389,-1.4897592067718506
38,2007-11-26,-0.6031293272972107,0.0338086225092411,0.7095315456390381
39,2007-11-27,1.256550669670105,-0.4837414622306824,-0.7842854857444763
40,2007-11-28,2.2355339527130127,-0.3196244835853576,-1.0086829662322998
41,2007-11-29,0.8053649663925171,-0.402575671672821,-0.9804155230522156
42,2007-11-30,-1.183175563812256,0.4780088365077972,0.4211196005344391
43,2007-12-01,2.3984382152557373,-1.093040943145752,-0.8899065852165222
44,2007-12-02,2.7613964080810547,-0.5937768816947937,-1.3621671199798584
45,2007-12-03,-0.5110471248626709,-0.2723859846591949,1.28193998336792
46,2007-12-04,2.2553868293762207,-0.3589568436145782,-1.2096784114837646
47,2007-12-05,1.449493169784546,-0.1967858523130417,-0.8932725787162781
48,2007-12-06,-0.4804222881793976,-0.1151507496833801,0.6031684279441833
49,2007-12-07,0.7408427000045776,-0.0581400133669376,-0.1334652602672577
50,2007-12-08,-2.040611982345581,-0.7182883024215698,2.9554474353790283
51,2007-12-09,1.5481908321380615,-0.1536557823419571,-0.6837241053581238
52,2007-12-10,1.6891822814941406,-0.1276206970214843,-0.9999231696128844
53,2007-12-11,1.855742692947388,-0.313017338514328,-0.9796477556228638
54,2007-12-12,0.7339301705360413,-0.7782107591629028,-0.4599464237689972
55,2007-12-13,-0.4240278601646423,1.2847435474395752,-0.7065851092338562
56,2007-12-14,1.2934523820877075,0.2408816218376159,-0.9474583864212036
57,2007-12-15,-0.6261205673217773,-0.0671445131301879,1.1768264770507812
58,2007-12-16,-1.9437276124954224,-0.4022839367389679,2.3297665119171143
59,2007-12-17,1.072954177856445,0.4703444540500641,-1.1990091800689695
60,2007-12-18,1.5274040699005127,-0.3709352612495422,-0.6496114134788513
61,2007-12-19,-1.9044071435928345,-0.1873812824487686,2.041425466537476
62,2007-12-20,2.995491504669189,-0.767179548740387,-1.7810285091400146
63,2007-12-21,0.4884122908115387,-0.2954848110675812,0.4894951283931732
64,2007-12-22,0.0127889905124902,0.0089954994618892,0.1671486496925354
65,2007-12-23,-2.1857330799102783,-0.3834733068943023,2.475923538208008
66,2007-12-24,-2.5566539764404297,-0.7515230774879456,3.081339120864868
67,2007-12-25,2.451610803604126,-0.582785964012146,-1.408550262451172
68,2007-12-26,-0.6604938507080078,0.2843166887760162,0.571844756603241
69,2007-12-27,0.7958695292472839,-0.1442542970180511,-0.5673925280570984
70,2007-12-28,-2.900167226791382,0.214357241988182,2.2881009578704834
71,2007-12-29,-2.474105834960937,-0.7267018556594849,3.522382497787476
72,2007-12-30,-1.5749917030334473,0.019852977246046,1.7024000883102417
73,2007-12-31,0.8164656758308411,-0.1771096438169479,0.0282158851623535
