Time,Last,Open,High,Low,Volume,Exchange Rate,CPI,GDP,Interest,Dow Jones,Hang Seng,Gold Price,Oil Price
21/03/2024,"1,269.96","1,276.42","1,264.20","1,276.42",1081588505,"24,785.00",-0.23,"2,513,091.00",2.619,"39,781.37","16,863.10","2,195.0",81.07
20/03/2024,"1,243.79","1,261.55","1,235.46","1,260.08",794727033,"24,775.00",-0.23,"2,513,091.00",2.641,"39,512.13","16,543.07","2,171.0",81.68
20/03/2024,"1,243.79","1,261.55","1,235.46","1,260.08",794727033,"24,775.00",-0.23,"2,513,091.00",2.641,"39,512.13","16,543.07","2,171.0",81.68
19/03/2024,"1,246.54","1,249.75","1,238.92","1,242.46",735805803,"24,740.00",-0.23,"2,513,091.00",2.622,"39,110.76","16,529.48","2,169.8",83.47
19/03/2024,"1,246.54","1,249.75","1,238.92","1,242.46",735805803,"24,740.00",-0.23,"2,513,091.00",2.622,"39,110.76","16,529.48","2,169.8",83.47
18/03/2024,"1,266.11","1,269.90","1,221.67","1,243.56",1526779911,"24,715.00",-0.23,"2,513,091.00",2.630,"38,790.43","16,737.12","2,174.5",82.72
18/03/2024,"1,266.11","1,269.90","1,221.67","1,243.56",1526779911,"24,715.00",-0.23,"2,513,091.00",2.630,"38,790.43","16,737.12","2,174.5",82.72
15/03/2024,"1,263.76","1,271.63","1,252.36","1,263.78",956309030,"24,710.00",-0.23,"2,513,091.00",2.623,"38,714.77","16,720.89","2,171.6",81.04
15/03/2024,"1,263.76","1,271.63","1,252.36","1,263.78",956309030,"24,710.00",-0.23,"2,513,091.00",2.623,"38,714.77","16,720.89","2,171.6",81.04
14/03/2024,"1,276.00","1,276.41","1,258.67","1,264.26",963097533,"24,690.00",-0.23,"2,513,091.00",2.607,"38,905.66","16,961.66","2,177.8",81.26
14/03/2024,"1,276.00","1,276.41","1,258.67","1,264.26",963097533,"24,690.00",-0.23,"2,513,091.00",2.607,"38,905.66","16,961.66","2,177.8",81.26
13/03/2024,"1,250.20","1,270.51","1,247.64","1,270.51",826474776,"24,675.00",-0.23,"2,513,091.00",2.619,"39,043.32","17,082.11","2,191.1",79.72
13/03/2024,"1,250.20","1,270.51","1,247.64","1,270.51",826474776,"24,675.00",-0.23,"2,513,091.00",2.619,"39,043.32","17,082.11","2,191.1",79.72
12/03/2024,"1,235.40","1,248.33","1,233.14","1,245.00",737689011,"24,645.00",-0.23,"2,513,091.00",2.609,"39,005.49","17,093.50","2,176.5",77.56
12/03/2024,"1,235.40","1,248.33","1,233.14","1,245.00",737689011,"24,645.00",-0.23,"2,513,091.00",2.609,"39,005.49","17,093.50","2,176.5",77.56
11/03/2024,"1,248.32","1,254.01","1,233.49","1,235.49",851738710,"24,635.00",-0.23,"2,513,091.00",2.586,"38,769.66","16,587.57","2,198.8",77.93
11/03/2024,"1,248.32","1,254.01","1,233.49","1,235.49",851738710,"24,635.00",-0.23,"2,513,091.00",2.586,"38,769.66","16,587.57","2,198.8",77.93
08/03/2024,"1,272.62","1,274.30","1,247.35","1,247.35",1209088843,"24,640.00",-0.23,"2,513,091.00",2.616,"38,722.69","16,353.39","2,195.3",78.01
08/03/2024,"1,272.62","1,274.30","1,247.35","1,247.35",1209088843,"24,640.00",-0.23,"2,513,091.00",2.616,"38,722.69","16,353.39","2,195.3",78.01
07/03/2024,"1,263.23","1,269.88","1,260.24","1,268.46",871614163,"24,680.00",-0.23,"2,513,091.00",2.495,"38,791.35","16,229.78","2,175.0",78.93
07/03/2024,"1,263.23","1,269.88","1,260.24","1,268.46",871614163,"24,680.00",-0.23,"2,513,091.00",2.495,"38,791.35","16,229.78","2,175.0",78.93
06/03/2024,"1,269.80","1,277.51","1,256.30","1,262.73",921251926,"24,665.00",-0.23,"2,513,091.00",2.427,"38,661.05","16,438.09","2,168.0",79.13
06/03/2024,"1,269.80","1,277.51","1,256.30","1,262.73",921251926,"24,665.00",-0.23,"2,513,091.00",2.427,"38,661.05","16,438.09","2,168.0",79.13
05/03/2024,"1,262.89","1,269.98","1,257.81","1,269.98",841821123,"24,690.00",-0.23,"2,513,091.00",2.403,"38,585.19","16,162.64","2,151.8",78.15
05/03/2024,"1,262.89","1,269.98","1,257.81","1,269.98",841821123,"24,690.00",-0.23,"2,513,091.00",2.403,"38,585.19","16,162.64","2,151.8",78.15
04/03/2024,"1,264.07","1,268.25","1,256.54","1,261.41",994011577,"24,676.00",-0.23,"2,513,091.00",2.406,"38,989.83","16,595.97","2,136.2",78.74
04/03/2024,"1,264.07","1,268.25","1,256.54","1,261.41",994011577,"24,676.00",-0.23,"2,513,091.00",2.406,"38,989.83","16,595.97","2,136.2",78.74
01/03/2024,"1,256.72","1,258.76","1,247.87","1,258.28",822115129,"24,640.00",-0.23,"2,513,091.00",2.406,"39,087.38","16,589.44","2,105.5",79.97
01/03/2024,"1,256.72","1,258.76","1,247.87","1,258.28",822115129,"24,640.00",-0.23,"2,513,091.00",2.406,"39,087.38","16,589.44","2,105.5",79.97
29/02/2024,"1,259.59","1,264.39","1,247.70","1,252.73",934494261,"24,640.00",1.04,"2,513,091.00",2.462,"38,996.39","16,511.44","2,064.4",78.26
