Time,Last,Open,High,Low,Volume,Exchange Rate,CPI,GDP,Interest,Dow Jones,Hang Seng,Gold Price,Oil Price
05/06/2024,541.72,547.51,540.93,541.59,52097950,"25,415.00",0.17,"2,727,565.00",2.914,"38,807.33","18,424.96","2,375.5",74.07
04/06/2024,542.24,546.21,540.70,541.76,44909499,"25,410.00",0.17,"2,727,565.00",2.911,"38,711.29","18,444.11","2,347.4",73.25
04/06/2024,542.24,546.21,540.70,541.76,44909499,"25,410.00",0.17,"2,727,565.00",2.911,"38,711.29","18,444.11","2,347.4",73.25
03/06/2024,536.01,543.25,536.01,542.50,51681326,"25,432.00",0.17,"2,727,565.00",2.929,"38,571.03","18,403.04","2,369.3",74.22
03/06/2024,536.01,543.25,536.01,542.50,51681326,"25,432.00",0.17,"2,727,565.00",2.929,"38,571.03","18,403.04","2,369.3",74.22
31/05/2024,538.67,540.82,534.45,537.07,38572103,"25,440.00",0.05,"2,727,565.00",2.948,"38,686.32","18,079.61","2,345.8",76.99
31/05/2024,538.67,540.82,534.45,537.07,38572103,"25,440.00",0.05,"2,727,565.00",2.948,"38,686.32","18,079.61","2,345.8",76.99
30/05/2024,536.88,541.09,521.29,539.20,83394309,"25,450.00",0.05,"2,727,565.00",2.967,"38,111.48","18,230.19","2,366.5",77.91
30/05/2024,536.88,541.09,521.29,539.20,83394309,"25,450.00",0.05,"2,727,565.00",2.967,"38,111.48","18,230.19","2,366.5",77.91
29/05/2024,542.08,546.77,536.09,538.47,49720853,"25,450.00",0.05,"2,727,565.00",2.955,"38,441.54","18,477.01","2,352.0",79.23
29/05/2024,542.08,546.77,536.09,538.47,49720853,"25,450.00",0.05,"2,727,565.00",2.955,"38,441.54","18,477.01","2,352.0",79.23
28/05/2024,536.05,544.18,529.71,543.25,47862201,"25,448.00",0.05,"2,727,565.00",2.988,"38,852.86","18,821.16","2,367.3",79.83
28/05/2024,536.05,544.18,529.71,543.25,47862201,"25,448.00",0.05,"2,727,565.00",2.988,"38,852.86","18,821.16","2,367.3",79.83
27/05/2024,527.09,537.19,527.09,536.05,37695830,"25,445.00",0.05,"2,727,565.00",3.014,"19,244.07","18,827.35","2,356.5",78.65
27/05/2024,527.09,537.19,527.09,536.05,37695830,"25,445.00",0.05,"2,727,565.00",3.014,"19,244.07","18,827.35","2,356.5",78.65
24/05/2024,551.66,553.37,524.35,534.13,98127773,"25,465.00",0.05,"2,727,565.00",3.035,"39,069.59","18,608.94","2,345.4",77.72
24/05/2024,551.66,553.37,524.35,534.13,98127773,"25,465.00",0.05,"2,727,565.00",3.035,"39,069.59","18,608.94","2,345.4",77.72
23/05/2024,544.94,552.15,541.04,552.15,66831403,"25,469.00",0.05,"2,727,565.00",3.027,"39,065.26","18,868.71","2,348.2",76.87
23/05/2024,544.94,552.15,541.04,552.15,66831403,"25,469.00",0.05,"2,727,565.00",3.027,"39,065.26","18,868.71","2,348.2",76.87
22/05/2024,528.77,546.16,528.19,544.36,89123239,"25,464.00",0.05,"2,727,565.00",2.959,"39,671.04","19,195.60","2,403.7",77.57
22/05/2024,528.77,546.16,528.19,544.36,89123239,"25,464.00",0.05,"2,727,565.00",2.959,"39,671.04","19,195.60","2,403.7",77.57
21/05/2024,528.58,536.21,517.68,536.21,69194594,"25,461.00",0.05,"2,727,565.00",2.852,"39,872.99","19,220.62","2,436.9",79.26
21/05/2024,528.58,536.21,517.68,536.21,69194594,"25,461.00",0.05,"2,727,565.00",2.852,"39,872.99","19,220.62","2,436.9",79.26
20/05/2024,533.84,540.55,532.84,533.62,59577835,"25,452.00",0.05,"2,727,565.00",2.868,"39,806.77","19,636.22","2,449.5",79.80
20/05/2024,533.84,540.55,532.84,533.62,59577835,"25,452.00",0.05,"2,727,565.00",2.868,"39,806.77","19,636.22","2,449.5",79.80
17/05/2024,530.15,533.64,529.43,533.02,60087792,"25,448.00",0.05,"2,727,565.00",2.857,"40,003.59","19,553.61","2,428.6",80.06
17/05/2024,530.15,533.64,529.43,533.02,60087792,"25,448.00",0.05,"2,727,565.00",2.857,"40,003.59","19,553.61","2,428.6",80.06
16/05/2024,524.78,531.94,524.78,530.15,72316472,"25,431.00",0.05,"2,727,565.00",2.865,"39,869.38","19,376.53","2,396.4",79.23
16/05/2024,524.78,531.94,524.78,530.15,72316472,"25,431.00",0.05,"2,727,565.00",2.865,"39,869.38","19,376.53","2,396.4",79.23
15/05/2024,518.00,527.13,517.38,524.40,77252535,"25,445.00",0.05,"2,727,565.00",2.878,"39,908.00","22,858.10","2,405.8",78.63
15/05/2024,518.00,527.13,517.38,524.40,77252535,"25,445.00",0.05,"2,727,565.00",2.878,"39,908.00","22,858.10","2,405.8",78.63
14/05/2024,516.36,520.56,515.17,518.00,44156884,"25,450.00",0.05,"2,727,565.00",2.877,"39,558.11","19,073.71","2,370.6",78.02
14/05/2024,516.36,520.56,515.17,518.00,44156884,"25,450.00",0.05,"2,727,565.00",2.877,"39,558.11","19,073.71","2,370.6",78.02
13/05/2024,515.06,518.69,510.71,516.36,49727547,"25,453.00",0.05,"2,727,565.00",2.878,"39,431.51","19,115.06","2,353.8",79.12
13/05/2024,515.06,518.69,510.71,516.36,49727547,"25,453.00",0.05,"2,727,565.00",2.878,"39,431.51","19,115.06","2,353.8",79.12
10/05/2024,510.93,515.40,504.58,515.06,55348529,"25,450.00",0.05,"2,727,565.00",2.862,"39,512.84","18,963.68","2,385.6",78.26
10/05/2024,510.93,515.40,504.58,515.06,55348529,"25,450.00",0.05,"2,727,565.00",2.862,"39,512.84","18,963.68","2,385.6",78.26
09/05/2024,510.55,516.96,508.53,510.15,49870193,"25,440.00",0.05,"2,727,565.00",2.875,"39,387.76","18,537.81","2,350.9",79.26
09/05/2024,510.55,516.96,508.53,510.15,49870193,"25,440.00",0.05,"2,727,565.00",2.875,"39,387.76","18,537.81","2,350.9",79.26
08/05/2024,497.32,512.67,497.30,510.49,77475391,"25,425.00",0.05,"2,727,565.00",2.884,"39,056.39","18,313.86","2,332.8",78.99
08/05/2024,497.32,512.67,497.30,510.49,77475391,"25,425.00",0.05,"2,727,565.00",2.884,"39,056.39","18,313.86","2,332.8",78.99
07/05/2024,503.88,505.94,500.50,505.54,39681933,"25,400.00",0.05,"2,727,565.00",2.875,"38,884.26","18,479.37","2,334.8",78.38
07/05/2024,503.88,505.94,500.50,505.54,39681933,"25,400.00",0.05,"2,727,565.00",2.875,"38,884.26","18,479.37","2,334.8",78.38
06/05/2024,490.71,504.19,490.71,503.88,60394461,"25,370.00",0.05,"2,727,565.00",2.881,"38,852.27","18,578.30","2,341.6",78.48
06/05/2024,490.71,504.19,490.71,503.88,60394461,"25,370.00",0.05,"2,727,565.00",2.881,"38,852.27","18,578.30","2,341.6",78.48
03/05/2024,487.89,494.10,487.23,490.71,37299600,"25,400.00",0.05,"2,727,565.00",2.924,"38,675.68","18,475.92","2,319.1",78.11
03/05/2024,487.89,494.10,487.23,490.71,37299600,"25,400.00",0.05,"2,727,565.00",2.924,"38,675.68","18,475.92","2,319.1",78.11
02/05/2024,485.66,488.63,482.44,488.22,32032449,"25,390.00",0.05,"2,727,565.00",2.926,"38,225.66","18,207.13","2,320.0",78.95
02/05/2024,485.66,488.63,482.44,488.22,32032449,"25,390.00",0.05,"2,727,565.00",2.926,"38,225.66","18,207.13","2,320.0",78.95
26/04/2024,485.82,489.64,481.98,485.92,43223017,"25,330.00",0.07,"2,727,565.00",2.900,"38,239.66","17,651.15","2,347.2",83.85
26/04/2024,485.82,489.64,481.98,485.92,43223017,"25,330.00",0.07,"2,727,565.00",2.900,"38,239.66","17,651.15","2,347.2",83.85
25/04/2024,489.60,489.60,481.74,487.77,39083964,"25,350.00",0.07,"2,727,565.00",2.903,"38,085.80","17,284.54","2,342.5",83.57
25/04/2024,489.60,489.60,481.74,487.77,39083964,"25,350.00",0.07,"2,727,565.00",2.903,"38,085.80","17,284.54","2,342.5",83.57
24/04/2024,469.27,490.97,458.18,489.22,59615853,"25,405.00",0.07,"2,727,565.00",2.921,"38,460.92","17,201.27","2,338.4",82.81
24/04/2024,469.27,490.97,458.18,489.22,59615853,"25,405.00",0.07,"2,727,565.00",2.921,"38,460.92","17,201.27","2,338.4",82.81
23/04/2024,476.34,481.89,464.43,471.55,48937136,"25,440.00",0.07,"2,727,565.00",2.910,"38,503.69","16,828.93","2,342.1",83.36
23/04/2024,476.34,481.89,464.43,471.55,48937136,"25,440.00",0.07,"2,727,565.00",2.910,"38,503.69","16,828.93","2,342.1",83.36
22/04/2024,469.79,484.66,467.88,481.21,56525849,"25,455.00",0.07,"2,727,565.00",2.927,"38,239.98","16,511.69","2,346.4",82.85
22/04/2024,469.79,484.66,467.88,481.21,56525849,"25,455.00",0.07,"2,727,565.00",2.927,"38,239.98","16,511.69","2,346.4",82.85
19/04/2024,478.98,485.18,462.03,467.39,102491287,"25,440.00",0.07,"2,727,565.00",2.922,"37,986.40","16,224.14","2,413.8",83.14
